price,year,condition,cylinders,fuel,odometer,transmission,size,type
1000,2004,fair,6 cylinders,gas,80000,automatic,mid-size,sedan
18500,2013,excellent,4 cylinders,gas,54261,manual,compact,sedan
8395,2015,excellent,4 cylinders,gas,78500,automatic,compact,hatchback
15900,2014,excellent,4 cylinders,gas,63514,automatic,mid-size,coupe
6500,2007,excellent,4 cylinders,gas,62953,automatic,compact,sedan
39000,2020,like new,4 cylinders,gas,5765,automatic,full-size,wagon
7500,2011,like new,4 cylinders,gas,54000,automatic,mid-size,sedan
31000,2017,excellent,6 cylinders,gas,28000,automatic,mid-size,sedan
10999,2016,like new,4 cylinders,gas,74595,automatic,mid-size,sedan
11000,2012,like new,4 cylinders,gas,45200,automatic,mid-size,hatchback
8995,2013,like new,4 cylinders,gas,69026,manual,mid-size,sedan
14500,2015,excellent,6 cylinders,gas,78000,automatic,compact,sedan
18500,2015,good,6 cylinders,gas,77000,automatic,mid-size,hatchback
31995,2018,excellent,4 cylinders,gas,39556,automatic,full-size,sedan
26500,2017,like new,6 cylinders,gas,35140,automatic,mid-size,coupe
7595,2015,excellent,4 cylinders,gas,67061,automatic,compact,sedan
24100,2018,like new,4 cylinders,gas,18534,automatic,full-size,sedan
12499,2016,like new,4 cylinders,gas,69706,automatic,full-size,sedan
4500,2004,good,6 cylinders,gas,73000,automatic,mid-size,hatchback
4900,2008,good,4 cylinders,gas,54500,automatic,mid-size,coupe
4200,2002,excellent,6 cylinders,gas,59000,automatic,full-size,sedan
22449,2017,excellent,4 cylinders,gas,47000,automatic,mid-size,sedan
17999,2020,like new,4 cylinders,gas,8908,automatic,mid-size,wagon
9995,2014,excellent,4 cylinders,gas,28530,automatic,compact,hatchback
17999,2013,excellent,4 cylinders,gas,54261,manual,compact,sedan
10990,2016,excellent,4 cylinders,gas,63149,automatic,mid-size,sedan
3950,2004,good,6 cylinders,gas,84476,automatic,full-size,sedan
9500,2015,good,4 cylinders,gas,71000,automatic,compact,hatchback
7395,2018,excellent,4 cylinders,gas,19000,automatic,compact,hatchback
4950,2012,excellent,4 cylinders,gas,109,automatic,mid-size,sedan
14900,2018,excellent,4 cylinders,gas,58000,automatic,full-size,sedan
10995,2011,excellent,4 cylinders,gas,78469,automatic,compact,sedan
21000,2019,excellent,4 cylinders,gas,23500,automatic,mid-size,sedan
8999,2011,good,4 cylinders,gas,89469,automatic,mid-size,sedan
7500,2014,good,4 cylinders,gas,85555,automatic,compact,sedan
185,2012,excellent,6 cylinders,gas,97776,automatic,full-size,sedan
5250,2012,excellent,4 cylinders,gas,72000,automatic,compact,sedan
7999,2012,excellent,4 cylinders,gas,96294,automatic,mid-size,sedan
17200,2016,excellent,4 cylinders,gas,62600,automatic,compact,sedan
23900,2019,excellent,6 cylinders,gas,36049,automatic,mid-size,coupe
14500,2016,like new,4 cylinders,gas,53177,automatic,full-size,sedan
12900,2016,excellent,4 cylinders,gas,64436,automatic,mid-size,sedan
6995,2016,fair,4 cylinders,gas,51600,automatic,mid-size,sedan
19000,2016,excellent,6 cylinders,gas,40373,automatic,mid-size,sedan
8500,2012,excellent,4 cylinders,diesel,97813,automatic,full-size,sedan
21500,2015,good,4 cylinders,gas,50590,automatic,compact,coupe
5500,2004,good,4 cylinders,gas,79030,automatic,compact,hatchback
5800,2010,excellent,4 cylinders,gas,38705,automatic,mid-size,sedan
13800,2015,excellent,6 cylinders,gas,77000,automatic,mid-size,sedan
7995,2014,good,4 cylinders,gas,62044,automatic,compact,sedan
31990,2017,excellent,4 cylinders,gas,37110,automatic,mid-size,sedan
8400,2015,excellent,4 cylinders,gas,53600,automatic,compact,sedan
1295,2006,excellent,4 cylinders,gas,13400,manual,compact,hatchback
17699,2018,excellent,4 cylinders,gas,21713,automatic,mid-size,sedan
15399,2015,excellent,4 cylinders,gas,67000,automatic,mid-size,hatchback
6488,2006,excellent,4 cylinders,gas,69238,automatic,compact,sedan
4500,2014,excellent,4 cylinders,gas,88502,manual,sub-compact,sedan
13995,2017,excellent,4 cylinders,gas,63633,automatic,mid-size,sedan
8950,2017,excellent,4 cylinders,gas,26000,automatic,full-size,sedan
6980,2009,good,6 cylinders,gas,88830,automatic,mid-size,sedan
16900,2018,like new,4 cylinders,gas,33135,automatic,compact,wagon
5299,2012,excellent,4 cylinders,gas,98000,automatic,mid-size,sedan
8200,2016,excellent,4 cylinders,gas,66000,automatic,compact,sedan
9850,2013,good,4 cylinders,gas,75000,automatic,full-size,hatchback
7500,2018,good,4 cylinders,gas,48000,automatic,compact,sedan
8395,2012,excellent,6 cylinders,gas,68132,automatic,full-size,sedan
25000,2011,excellent,6 cylinders,gas,89000,manual,compact,coupe
23500,2014,excellent,6 cylinders,gas,48268,automatic,mid-size,sedan
18900,2019,excellent,4 cylinders,gas,41524,automatic,mid-size,sedan
18000,2017,excellent,6 cylinders,gas,20000,automatic,mid-size,coupe
14900,2019,excellent,4 cylinders,gas,30000,automatic,mid-size,wagon
12537,2017,excellent,4 cylinders,gas,62510,automatic,compact,sedan
9500,2014,excellent,6 cylinders,gas,98500,automatic,compact,sedan
16950,2014,excellent,4 cylinders,gas,22200,automatic,compact,hatchback
9000,2013,excellent,4 cylinders,gas,73050,automatic,compact,sedan
18000,2017,like new,4 cylinders,gas,29000,automatic,mid-size,sedan
14999,2015,like new,4 cylinders,gas,17640,automatic,mid-size,sedan
14500,2017,excellent,4 cylinders,gas,70000,automatic,mid-size,sedan
17500,2014,excellent,4 cylinders,gas,71100,automatic,full-size,sedan
11882,2015,excellent,4 cylinders,gas,62000,manual,compact,hatchback
7990,2010,excellent,4 cylinders,gas,93787,automatic,compact,sedan
8500,2017,excellent,4 cylinders,gas,47000,automatic,mid-size,sedan
21500,2017,like new,4 cylinders,gas,31500,automatic,mid-size,sedan
23900,2014,excellent,6 cylinders,gas,77245,automatic,mid-size,coupe
3950,2012,good,4 cylinders,gas,120,automatic,mid-size,coupe
13995,2016,excellent,4 cylinders,gas,71702,automatic,full-size,sedan
9999,2012,like new,6 cylinders,gas,62284,automatic,full-size,sedan
6800,2013,excellent,4 cylinders,gas,83650,automatic,compact,sedan
16988,2016,excellent,4 cylinders,gas,73850,automatic,full-size,sedan
14900,2016,like new,4 cylinders,gas,9533,automatic,full-size,sedan
12995,2017,excellent,4 cylinders,gas,64000,automatic,compact,sedan
6000,2010,excellent,4 cylinders,gas,88250,automatic,compact,sedan
5999,2012,like new,4 cylinders,gas,66345,automatic,compact,coupe
13995,2014,excellent,4 cylinders,gas,65000,automatic,compact,sedan
19995,2018,excellent,6 cylinders,gas,90646,automatic,full-size,sedan
10500,2014,excellent,4 cylinders,gas,92070,automatic,mid-size,sedan
11750,2013,excellent,4 cylinders,gas,85000,automatic,compact,sedan
7995,2011,good,6 cylinders,gas,83660,automatic,full-size,sedan
12995,2016,like new,4 cylinders,gas,61127,automatic,compact,sedan
8499,2013,good,4 cylinders,gas,82000,automatic,compact,sedan
8200,2013,good,4 cylinders,gas,20000,automatic,mid-size,sedan
1000,2017,like new,6 cylinders,gas,28553,automatic,full-size,sedan
5495,2008,excellent,4 cylinders,gas,96000,automatic,compact,hatchback
13500,2013,like new,4 cylinders,gas,42400,automatic,full-size,sedan
15800,2017,excellent,6 cylinders,gas,91000,automatic,full-size,sedan
6700,2013,excellent,4 cylinders,gas,84690,manual,full-size,hatchback
17999,2013,excellent,4 cylinders,gas,54261,manual,compact,sedan
17111,2014,excellent,6 cylinders,gas,53133,automatic,full-size,sedan
7490,2013,excellent,4 cylinders,gas,85000,automatic,compact,sedan
13995,2015,like new,4 cylinders,gas,41800,automatic,mid-size,sedan
12995,2017,excellent,4 cylinders,gas,38443,manual,mid-size,sedan
15500,2013,excellent,4 cylinders,gas,96700,automatic,mid-size,wagon
8300,2013,good,6 cylinders,gas,67500,automatic,mid-size,sedan
8995,2015,good,4 cylinders,gas,73325,automatic,mid-size,sedan
14998,2016,like new,4 cylinders,gas,30872,automatic,compact,hatchback
8750,2016,excellent,4 cylinders,gas,65000,automatic,full-size,sedan
17895,2013,good,6 cylinders,gas,92120,automatic,mid-size,sedan
8995,2016,excellent,4 cylinders,gas,75294,automatic,mid-size,sedan
18000,2016,excellent,4 cylinders,gas,54400,automatic,compact,hatchback
4995,2007,like new,6 cylinders,gas,91000,automatic,mid-size,sedan
12950,2014,excellent,4 cylinders,gas,47428,automatic,compact,sedan
7999,2014,good,4 cylinders,gas,60000,automatic,mid-size,sedan
8000,2006,excellent,6 cylinders,gas,91000,automatic,mid-size,sedan
16980,2016,excellent,4 cylinders,gas,97105,automatic,full-size,sedan
7895,2015,excellent,4 cylinders,gas,72142,automatic,mid-size,hatchback
9250,2012,excellent,4 cylinders,gas,44900,automatic,mid-size,hatchback
3000,2005,good,6 cylinders,gas,88000,automatic,full-size,sedan
3500,2004,excellent,6 cylinders,gas,97156,automatic,compact,coupe
6300,2002,excellent,6 cylinders,gas,64000,automatic,full-size,sedan
9500,2015,excellent,4 cylinders,gas,91000,automatic,full-size,sedan
5600,2006,excellent,6 cylinders,gas,95849,automatic,full-size,sedan
14499,2013,good,6 cylinders,gas,84700,automatic,full-size,sedan
7995,2016,good,4 cylinders,gas,95595,automatic,mid-size,sedan
19950,2017,excellent,4 cylinders,gas,38737,automatic,full-size,sedan
27900,2016,like new,6 cylinders,gas,99964,automatic,full-size,wagon
8200,2008,excellent,6 cylinders,gas,99000,automatic,mid-size,coupe
5995,2008,excellent,4 cylinders,gas,88224,automatic,mid-size,sedan
14627,2016,like new,4 cylinders,gas,57499,automatic,compact,sedan
11500,2012,excellent,6 cylinders,gas,64000,automatic,mid-size,sedan
13000,2010,excellent,6 cylinders,gas,87000,automatic,mid-size,sedan
10970,2015,excellent,4 cylinders,gas,67459,automatic,mid-size,sedan
8788,2007,excellent,6 cylinders,gas,87810,automatic,full-size,sedan
23495,2012,like new,4 cylinders,gas,21350,automatic,mid-size,wagon
13900,2010,like new,6 cylinders,gas,48000,automatic,full-size,coupe
9990,2010,like new,4 cylinders,gas,89934,automatic,full-size,sedan
24900,2015,like new,4 cylinders,gas,79800,manual,mid-size,sedan
16500,2019,like new,4 cylinders,gas,11000,automatic,compact,hatchback
17995,2017,like new,4 cylinders,gas,59676,automatic,full-size,sedan
16999,2017,excellent,4 cylinders,gas,71910,automatic,full-size,sedan
16972,2017,excellent,4 cylinders,gas,18362,automatic,mid-size,hatchback
22500,2013,like new,6 cylinders,gas,83872,automatic,full-size,sedan
8000,2015,good,4 cylinders,gas,45000,automatic,mid-size,sedan
10788,2017,like new,4 cylinders,gas,52215,automatic,compact,hatchback
4600,2010,excellent,4 cylinders,gas,63,automatic,compact,sedan
1000,2017,like new,6 cylinders,gas,28553,automatic,full-size,sedan
10990,2015,excellent,4 cylinders,gas,98223,automatic,compact,sedan
15500,2011,excellent,6 cylinders,gas,68000,automatic,mid-size,sedan
11500,2016,excellent,4 cylinders,gas,47079,automatic,full-size,sedan
14500,2012,excellent,6 cylinders,gas,79000,automatic,compact,sedan
10495,2008,excellent,6 cylinders,gas,90000,automatic,mid-size,sedan
4950,2011,excellent,4 cylinders,gas,90000,automatic,compact,coupe
4899,2010,excellent,4 cylinders,gas,88600,automatic,mid-size,sedan
18900,2015,like new,6 cylinders,gas,73000,automatic,mid-size,sedan
14700,2019,like new,4 cylinders,gas,11000,automatic,mid-size,sedan
17650,2011,like new,6 cylinders,gas,55340,automatic,mid-size,sedan
7400,2013,excellent,4 cylinders,gas,87076,automatic,mid-size,sedan
7900,2009,good,4 cylinders,gas,38000,automatic,mid-size,sedan
7995,2014,good,4 cylinders,gas,42843,automatic,compact,sedan
7500,2017,excellent,4 cylinders,gas,97000,manual,mid-size,hatchback
185,2012,excellent,6 cylinders,gas,97776,automatic,full-size,sedan
2499,2015,excellent,6 cylinders,gas,43854,automatic,full-size,sedan
28900,2016,excellent,4 cylinders,gas,63675,automatic,mid-size,coupe
9500,2009,excellent,6 cylinders,gas,99900,automatic,compact,coupe
20997,2016,excellent,4 cylinders,gas,64681,automatic,sub-compact,coupe
14900,2018,excellent,4 cylinders,gas,51000,automatic,mid-size,sedan
5900,2009,excellent,4 cylinders,gas,35000,automatic,mid-size,hatchback
12300,2015,excellent,4 cylinders,gas,81000,automatic,full-size,sedan
9450,2016,excellent,4 cylinders,gas,62084,automatic,sub-compact,sedan
13995,2011,excellent,6 cylinders,gas,60697,automatic,mid-size,sedan
5500,2004,good,4 cylinders,gas,79030,automatic,compact,hatchback
10000,2016,excellent,4 cylinders,gas,99728,automatic,compact,sedan
7000,2011,good,4 cylinders,gas,56384,automatic,full-size,sedan
700,2002,fair,6 cylinders,gas,12700,automatic,mid-size,sedan
12900,2014,like new,6 cylinders,gas,76000,automatic,full-size,sedan
8490,2012,good,4 cylinders,gas,84657,automatic,compact,sedan
14900,2013,excellent,6 cylinders,gas,98068,manual,full-size,sedan
17990,2013,excellent,6 cylinders,gas,84864,automatic,compact,sedan
3750,2013,like new,6 cylinders,gas,71526,automatic,full-size,sedan
6650,2010,good,4 cylinders,gas,90129,automatic,compact,sedan
7500,2015,good,4 cylinders,gas,64000,automatic,mid-size,sedan
4800,2008,like new,6 cylinders,gas,120,automatic,full-size,sedan
8999,2002,excellent,4 cylinders,gas,54687,automatic,compact,coupe
4600,2009,good,4 cylinders,gas,63000,manual,mid-size,hatchback
28995,2021,like new,4 cylinders,gas,696,automatic,full-size,sedan
17995,2014,excellent,6 cylinders,gas,79000,automatic,mid-size,sedan
15989,2017,excellent,4 cylinders,gas,60027,automatic,mid-size,sedan
6995,2013,excellent,4 cylinders,gas,98327,automatic,mid-size,sedan
2000,2004,fair,6 cylinders,gas,78000,automatic,compact,sedan
7500,2012,excellent,4 cylinders,gas,83945,automatic,compact,coupe
6900,2016,excellent,4 cylinders,gas,93000,automatic,compact,sedan
4995,2004,excellent,6 cylinders,gas,50860,automatic,mid-size,sedan
7500,2009,excellent,6 cylinders,gas,66267,automatic,mid-size,sedan
10500,2015,like new,4 cylinders,gas,45000,automatic,full-size,hatchback
800,2007,fair,4 cylinders,gas,90000,manual,compact,hatchback
18795,2018,like new,4 cylinders,gas,18650,automatic,compact,hatchback
10000,2014,good,4 cylinders,diesel,79000,automatic,mid-size,sedan
19999,2016,excellent,4 cylinders,gas,55769,automatic,mid-size,sedan
13440,2017,excellent,4 cylinders,gas,56006,automatic,mid-size,hatchback
8995,2014,good,4 cylinders,gas,57327,automatic,mid-size,sedan
32700,2017,like new,6 cylinders,gas,21005,automatic,full-size,sedan
9999,2014,excellent,4 cylinders,gas,76858,automatic,compact,sedan
4900,2008,excellent,4 cylinders,gas,84652,automatic,compact,sedan
10995,2016,excellent,4 cylinders,gas,74063,automatic,compact,sedan
9200,2010,excellent,4 cylinders,gas,95000,automatic,full-size,sedan
3900,2006,good,4 cylinders,gas,93150,automatic,compact,wagon
20000,2020,excellent,4 cylinders,gas,5858,automatic,compact,wagon
10900,2013,excellent,4 cylinders,diesel,83000,automatic,full-size,sedan
11950,2014,excellent,4 cylinders,gas,40000,automatic,full-size,sedan
5475,2007,excellent,4 cylinders,gas,89375,automatic,compact,sedan
12399,2016,excellent,4 cylinders,gas,53000,automatic,mid-size,hatchback
12999,2014,excellent,4 cylinders,gas,52896,manual,compact,hatchback
13499,2017,like new,4 cylinders,gas,41255,automatic,mid-size,sedan
6500,2005,good,4 cylinders,gas,59854,automatic,full-size,sedan
12999,2012,excellent,4 cylinders,gas,99230,automatic,full-size,wagon
16995,2017,like new,4 cylinders,gas,17625,automatic,full-size,sedan
12500,2012,excellent,6 cylinders,gas,94500,automatic,full-size,sedan
15433,2015,excellent,4 cylinders,gas,71738,automatic,mid-size,wagon
6795,2005,excellent,4 cylinders,gas,76000,automatic,mid-size,sedan
6000,2012,excellent,4 cylinders,gas,71000,automatic,mid-size,coupe
5999,2011,good,4 cylinders,gas,96408,manual,mid-size,hatchback
6700,2010,excellent,6 cylinders,gas,97234,automatic,full-size,sedan
12999,2015,excellent,4 cylinders,gas,96998,automatic,mid-size,sedan
8800,2015,excellent,4 cylinders,gas,98000,automatic,full-size,sedan
5950,2008,good,4 cylinders,gas,79989,manual,mid-size,coupe
9900,2015,good,4 cylinders,gas,83091,automatic,compact,sedan
7495,2007,good,6 cylinders,gas,88000,automatic,full-size,sedan
8995,2014,good,4 cylinders,gas,57327,automatic,mid-size,sedan
3900,2007,fair,6 cylinders,gas,93515,automatic,full-size,sedan
7500,2016,good,4 cylinders,gas,91131,manual,mid-size,sedan
5950,2012,excellent,4 cylinders,gas,89796,automatic,mid-size,sedan
18995,2015,excellent,4 cylinders,gas,82224,manual,compact,coupe
8800,2015,excellent,4 cylinders,gas,110,automatic,mid-size,sedan
3500,2012,excellent,4 cylinders,gas,1,automatic,compact,sedan
11000,2017,excellent,4 cylinders,gas,53000,automatic,sub-compact,hatchback
9500,2015,excellent,6 cylinders,gas,95000,automatic,mid-size,sedan
15500,2013,excellent,6 cylinders,gas,81000,automatic,mid-size,sedan
13500,2016,excellent,4 cylinders,gas,55000,automatic,compact,coupe
22500,2019,like new,4 cylinders,gas,25000,automatic,full-size,sedan
7500,2014,excellent,4 cylinders,gas,84108,manual,compact,sedan
189,2021,new,4 cylinders,gas,15,automatic,full-size,sedan
3495,2006,excellent,4 cylinders,gas,90000,manual,full-size,sedan
17983,2016,like new,4 cylinders,gas,10663,manual,compact,sedan
18500,2018,like new,4 cylinders,gas,20500,automatic,compact,hatchback
6995,2009,excellent,4 cylinders,gas,94173,automatic,full-size,sedan
13995,2019,like new,4 cylinders,gas,24468,automatic,compact,sedan
6250,2007,excellent,4 cylinders,gas,97600,automatic,compact,hatchback
15750,2013,like new,4 cylinders,gas,66250,automatic,sub-compact,sedan
2000,2016,excellent,6 cylinders,gas,91474,automatic,full-size,sedan
3900,2007,fair,6 cylinders,gas,91000,automatic,mid-size,sedan
6599,2014,excellent,4 cylinders,gas,79000,manual,full-size,sedan
3200,2014,good,4 cylinders,gas,86221,automatic,mid-size,sedan
32900,2019,excellent,6 cylinders,gas,10100,automatic,full-size,sedan
6950,2015,like new,4 cylinders,gas,86000,automatic,mid-size,sedan
10991,2015,excellent,4 cylinders,gas,92397,automatic,mid-size,sedan
8500,2015,excellent,6 cylinders,gas,72000,automatic,compact,sedan
6500,2013,excellent,4 cylinders,gas,46175,manual,mid-size,sedan
13900,2013,excellent,4 cylinders,gas,28273,automatic,mid-size,sedan
1900,2001,good,6 cylinders,gas,49528,automatic,full-size,sedan
9800,2015,excellent,4 cylinders,gas,83079,automatic,compact,sedan
12750,2014,excellent,4 cylinders,diesel,85000,automatic,compact,sedan
17000,2017,like new,4 cylinders,gas,39000,automatic,mid-size,sedan
10500,2007,excellent,4 cylinders,gas,97581,manual,mid-size,sedan
12000,2015,excellent,4 cylinders,gas,74000,automatic,compact,coupe
18900,2015,excellent,6 cylinders,gas,73200,automatic,full-size,sedan
23977,2013,good,6 cylinders,gas,35000,automatic,full-size,sedan
10450,2010,excellent,4 cylinders,gas,90372,automatic,mid-size,sedan
3850,2003,good,6 cylinders,gas,74500,automatic,mid-size,sedan
11999,2015,excellent,6 cylinders,gas,73988,automatic,full-size,sedan
7800,2013,excellent,4 cylinders,gas,91116,automatic,mid-size,sedan
2995,2001,excellent,6 cylinders,gas,80000,automatic,full-size,sedan
11000,2016,excellent,4 cylinders,gas,22000,automatic,mid-size,sedan
14500,2010,excellent,6 cylinders,gas,57261,automatic,mid-size,hatchback
17500,2011,excellent,6 cylinders,gas,51300,automatic,mid-size,sedan
7300,2012,excellent,4 cylinders,gas,99000,automatic,compact,sedan
11900,2011,excellent,6 cylinders,gas,97000,automatic,full-size,sedan
22800,2014,excellent,4 cylinders,gas,64730,automatic,full-size,sedan
7700,2011,excellent,6 cylinders,gas,87000,automatic,full-size,sedan
17999,2013,excellent,6 cylinders,gas,79892,automatic,full-size,sedan
19895,2016,like new,4 cylinders,gas,48961,manual,compact,hatchback
10000,2016,excellent,4 cylinders,gas,99728,automatic,compact,sedan
14000,2013,like new,4 cylinders,gas,81760,automatic,full-size,sedan
4600,2004,good,6 cylinders,gas,83000,automatic,full-size,sedan
12400,2017,excellent,4 cylinders,gas,65720,automatic,mid-size,sedan
35000,2015,excellent,4 cylinders,gas,20500,manual,compact,coupe
8200,2010,like new,6 cylinders,gas,64000,automatic,mid-size,sedan
4800,2005,excellent,4 cylinders,gas,70000,automatic,full-size,hatchback
25900,2019,excellent,6 cylinders,gas,17739,automatic,mid-size,sedan
9100,2014,excellent,4 cylinders,gas,96233,automatic,mid-size,sedan
6800,2008,good,6 cylinders,gas,177,automatic,full-size,sedan
8500,2005,good,4 cylinders,gas,15800,automatic,compact,hatchback
7100,2011,like new,4 cylinders,gas,98000,automatic,full-size,hatchback
5500,2015,excellent,4 cylinders,gas,62000,automatic,compact,sedan
8195,2007,excellent,6 cylinders,gas,74881,automatic,full-size,sedan
11500,2012,excellent,4 cylinders,gas,95920,automatic,mid-size,sedan
5200,2006,excellent,6 cylinders,gas,76505,automatic,compact,sedan
15995,2015,like new,4 cylinders,gas,54366,manual,compact,hatchback
12950,2013,excellent,4 cylinders,gas,68000,automatic,compact,sedan
7995,2014,excellent,4 cylinders,gas,60000,automatic,full-size,hatchback
17500,2018,like new,4 cylinders,gas,32000,automatic,full-size,sedan
7499,2011,excellent,4 cylinders,gas,80202,automatic,compact,sedan
11000,2012,like new,6 cylinders,gas,81390,automatic,full-size,sedan
9950,2012,excellent,4 cylinders,gas,98245,automatic,compact,sedan
12000,2016,like new,4 cylinders,gas,68713,automatic,mid-size,sedan
9000,2009,excellent,4 cylinders,gas,64500,automatic,compact,hatchback
5799,2015,good,4 cylinders,gas,96025,automatic,compact,sedan
5700,2006,good,4 cylinders,gas,93240,automatic,mid-size,hatchback
13800,2017,good,4 cylinders,gas,68000,automatic,mid-size,sedan
12995,2013,like new,4 cylinders,gas,49000,manual,compact,sedan
2800,2007,excellent,4 cylinders,gas,200,automatic,mid-size,wagon
12985,2011,like new,6 cylinders,gas,95104,automatic,compact,coupe
11988,2011,good,6 cylinders,gas,73045,automatic,compact,sedan
30900,2019,like new,6 cylinders,gas,32936,automatic,full-size,sedan
10995,2016,good,4 cylinders,gas,51914,automatic,mid-size,sedan
9900,2012,excellent,4 cylinders,gas,87432,automatic,mid-size,sedan
11995,2015,excellent,4 cylinders,gas,87108,automatic,full-size,sedan
10500,2015,like new,4 cylinders,gas,45000,automatic,full-size,hatchback
17549,2014,good,6 cylinders,gas,61824,automatic,mid-size,coupe
15999,2014,excellent,4 cylinders,gas,69182,automatic,mid-size,sedan
7000,2013,excellent,4 cylinders,gas,71716,manual,mid-size,sedan
3500,2004,excellent,6 cylinders,gas,97156,automatic,compact,coupe
5995,2001,excellent,4 cylinders,gas,90000,automatic,sub-compact,hatchback
20900,2015,like new,6 cylinders,gas,75223,manual,compact,coupe
6950,2012,excellent,4 cylinders,gas,83200,automatic,compact,hatchback
21995,2018,excellent,4 cylinders,gas,63408,automatic,sub-compact,coupe
9999,2014,excellent,4 cylinders,gas,84449,automatic,compact,wagon
11500,2016,good,4 cylinders,gas,68782,automatic,compact,sedan
16200,2020,excellent,4 cylinders,gas,41613,automatic,compact,sedan
9800,2011,excellent,4 cylinders,gas,21400,automatic,full-size,sedan
11500,2019,like new,4 cylinders,gas,23000,automatic,full-size,sedan
9500,2010,excellent,6 cylinders,gas,66650,automatic,full-size,sedan
16475,2017,excellent,4 cylinders,gas,47188,automatic,mid-size,hatchback
6750,2006,good,4 cylinders,gas,89872,manual,mid-size,sedan
6495,2010,good,4 cylinders,gas,55986,automatic,mid-size,sedan
8995,2012,excellent,4 cylinders,gas,76757,automatic,compact,coupe
3200,2011,good,4 cylinders,gas,89000,automatic,compact,sedan
4995,2009,excellent,4 cylinders,gas,164,automatic,mid-size,sedan
14700,2016,like new,4 cylinders,gas,9533,automatic,full-size,sedan
17950,2017,excellent,4 cylinders,gas,44000,automatic,compact,sedan
16500,2014,excellent,6 cylinders,gas,11473,automatic,full-size,sedan
18777,2016,like new,4 cylinders,gas,38561,automatic,mid-size,sedan
8500,2014,excellent,4 cylinders,gas,22000,automatic,compact,sedan
15000,2014,excellent,4 cylinders,gas,65107,automatic,mid-size,sedan
5498,2006,excellent,4 cylinders,gas,50000,automatic,mid-size,sedan
11999,2016,good,4 cylinders,gas,94000,automatic,mid-size,sedan
18200,2020,like new,4 cylinders,gas,25743,automatic,compact,sedan
9995,2015,like new,6 cylinders,gas,91039,automatic,mid-size,sedan
9800,2017,excellent,4 cylinders,gas,87000,automatic,compact,sedan
37000,2018,excellent,4 cylinders,gas,17000,manual,compact,coupe
14990,2012,good,6 cylinders,gas,98231,automatic,full-size,sedan
9500,2018,excellent,4 cylinders,gas,54426,automatic,mid-size,sedan
12495,2016,like new,4 cylinders,gas,85497,automatic,compact,sedan
13995,2017,excellent,4 cylinders,gas,42119,automatic,mid-size,sedan
4500,2002,excellent,6 cylinders,gas,57562,automatic,full-size,sedan
22999,2013,excellent,6 cylinders,gas,69634,automatic,full-size,wagon
13750,2015,excellent,4 cylinders,gas,86000,automatic,full-size,sedan
9999,2017,excellent,4 cylinders,gas,40217,automatic,mid-size,sedan
8988,2009,excellent,6 cylinders,gas,88097,automatic,full-size,wagon
14990,2017,excellent,4 cylinders,gas,42000,automatic,mid-size,sedan
10900,2015,excellent,4 cylinders,gas,61350,automatic,mid-size,sedan
7500,2012,good,4 cylinders,gas,69000,automatic,full-size,sedan
16500,2015,excellent,4 cylinders,gas,67000,automatic,mid-size,sedan
190,2015,excellent,4 cylinders,gas,86000,automatic,full-size,sedan
7999,2013,excellent,4 cylinders,gas,89000,automatic,compact,sedan
13995,2018,excellent,4 cylinders,gas,79000,automatic,mid-size,sedan
12695,2016,excellent,4 cylinders,gas,99554,automatic,mid-size,hatchback
2995,2012,like new,6 cylinders,gas,79140,automatic,full-size,sedan
21500,2018,excellent,4 cylinders,gas,49980,automatic,mid-size,sedan
1000,2013,good,6 cylinders,gas,93101,automatic,mid-size,sedan
7495,2017,excellent,4 cylinders,gas,70000,automatic,compact,sedan
6950,2006,like new,6 cylinders,gas,30000,automatic,mid-size,sedan
7490,2010,excellent,4 cylinders,gas,74000,automatic,mid-size,sedan
14500,2016,excellent,4 cylinders,gas,55000,automatic,full-size,sedan
14200,2015,good,6 cylinders,gas,92000,automatic,full-size,sedan
17995,2017,like new,4 cylinders,gas,59676,automatic,full-size,sedan
9500,2011,excellent,6 cylinders,gas,91000,automatic,compact,coupe
14995,2019,excellent,4 cylinders,gas,17664,automatic,mid-size,sedan
11800,2013,like new,6 cylinders,gas,39000,automatic,full-size,sedan
10500,2014,excellent,4 cylinders,gas,55061,automatic,mid-size,wagon
1,2014,excellent,4 cylinders,gas,77813,automatic,mid-size,coupe
9995,2015,like new,6 cylinders,gas,91039,automatic,mid-size,sedan
8999,2014,excellent,4 cylinders,gas,53000,automatic,mid-size,hatchback
4995,2002,excellent,4 cylinders,gas,54204,automatic,compact,sedan
12995,2017,excellent,4 cylinders,gas,63000,automatic,full-size,sedan
14995,2015,excellent,6 cylinders,gas,85000,automatic,mid-size,hatchback
10000,2016,excellent,4 cylinders,gas,99728,automatic,compact,sedan
299,2011,like new,4 cylinders,gas,96000,automatic,mid-size,sedan
11000,2015,excellent,4 cylinders,gas,79000,automatic,mid-size,hatchback
7500,2012,excellent,4 cylinders,gas,94000,manual,compact,coupe
38900,2020,excellent,4 cylinders,gas,13000,automatic,mid-size,sedan
19995,2013,excellent,6 cylinders,gas,36630,automatic,mid-size,sedan
8500,2012,excellent,4 cylinders,diesel,98000,automatic,mid-size,sedan
14995,2015,excellent,4 cylinders,gas,22000,automatic,compact,sedan
16200,2015,excellent,6 cylinders,gas,78000,automatic,full-size,sedan
